1st level,2nd level,3rd level,category.name,category.desc,project.name,project.link,link.git,project.desc
Development,Monitoring,Monitoring,Monitoring,Tools that monitor applications in production.,Metrics,https://github.com/dropwizard/metrics,TRUE,Expose metrics via JMX or HTTP and send them to a database.
Development,Monitoring,Monitoring,Monitoring,Tools that monitor applications in production.,Pinpoint,https://github.com/naver/pinpoint,TRUE,Open-source APM tool.
Development,Monitoring,Monitoring,Monitoring,Tools that monitor applications in production.,Prometheus,https://github.com/prometheus/client_java,TRUE,"Provides a multi-dimensional data model, DSL, autonomous server nodes and much more."
Development,Monitoring,Monitoring,Monitoring,Tools that monitor applications in production.,Stagemonitor,https://github.com/stagemonitor/stagemonitor,TRUE,Open-source performance monitoring and transaction tracing for JVM apps.
Development,Monitoring,Monitoring,Monitoring,Tools that monitor applications in production.,Sysmon,https://github.com/palantir/Sysmon,TRUE,Lightweight platform monitoring tool for Java VMs.
Development,Monitoring,Monitoring,Monitoring,Tools that monitor applications in production.,zipkin,https://github.com/openzipkin/zipkin,TRUE,Distributed tracing system which gathers timing data needed to troubleshoot latency problems in microservice architectures.
Miscellaneous,Miscellaneous,Native,Native,Tools that monitor applications in production.,JavaCPP,https://github.com/bytedeco/javacpp,TRUE,Provides efficient and easy access to native C++.
Miscellaneous,Miscellaneous,Native,Native,Tools that monitor applications in production.,JNA,https://github.com/java-native-access/jna,TRUE,Work with native libraries without writing JNI. Also provides interfaces to common system libraries.
Miscellaneous,Miscellaneous,Native,Native,Tools that monitor applications in production.,JNR,https://github.com/jnr/jnr-ffi,TRUE,"Work with native libraries without writing JNI. Also provides interfaces to common system libraries. Same goals as JNA, but faster, and serves as the basis for the upcoming"
Scientific/Engineering,Scientific/Engineering,Natural Language Processing,Natural Language Processing,Libraries that specialize in processing text.,CogCompNLP,https://github.com/CogComp/cogcomp-nlp,TRUE,Provides common annotators for plain text input.
Scientific/Engineering,Scientific/Engineering,Natural Language Processing,Natural Language Processing,Libraries that specialize in processing text.,CoreNLP,https://github.com/stanfordnlp/CoreNLP,TRUE,"Provides a set of fundamental tools for tasks like tagging, named entity recognition, and sentiment analysis."
Scientific/Engineering,Scientific/Engineering,Natural Language Processing,Natural Language Processing,Libraries that specialize in processing text.,DKPro,https://github.com/dkpro/dkpro-core,TRUE,"Collection of reusable NLP tools for linguistic pre-processing, machine learning, lexical resources, etc."
Networking,Networking,Networking,Networking,Libraries for building network servers.,Comsat,https://github.com/puniverse/comsat,TRUE,Integrates standard Java web-related APIs with Quasar fibers and actors.
Networking,Networking,Networking,Networking,Libraries for building network servers.,Dubbo,https://github.com/apache/dubbo,TRUE,High-performance RPC framework.
Networking,Networking,Networking,Networking,Libraries for building network servers.,Grizzly,https://github.com/eclipse-ee4j/grizzly,TRUE,NIO framework. Used as a network layer in Glassfish.
Networking,Networking,Networking,Networking,Libraries for building network servers.,gRPC,https://github.com/grpc/grpc-java,TRUE,RPC framework based on protobuf and HTTP/2.
Networking,Networking,Networking,Networking,Libraries for building network servers.,KryoNet,https://github.com/EsotericSoftware/kryonet,TRUE,Provides a clean and simple API for efficient TCP and UDP client/server network communication using NIO and Kryo.
Networking,Networking,Networking,Networking,Libraries for building network servers.,MINA,https://github.com/apache/mina,TRUE,"Abstract, event-driven async I/O API for network operations over TCP/IP and UDP/IP via Java NIO."
Networking,Networking,Networking,Networking,Libraries for building network servers.,Netty,https://github.com/netty/netty,TRUE,Framework for building high-performance network applications.
Networking,Networking,Networking,Networking,Libraries for building network servers.,Drift,https://github.com/airlift/drift,TRUE,"Easy-to-use, annotation-based library for creating Thrift clients and serializable types."
Networking,Networking,Networking,Networking,Libraries for building network servers.,ServiceTalk,https://github.com/apple/servicetalk,TRUE,Framework built on Netty with APIs tailored to specific protocols and support for multiple programming paradigms.
Networking,Networking,Networking,Networking,Libraries for building network servers.,sshj,https://github.com/hierynomus/sshj,TRUE,"Programatically use SSH, SCP or SFTP."
Networking,Networking,Networking,Networking,Libraries for building network servers.,TLS Channel,https://github.com/marianobarrios/tls-channel,TRUE,"Implements a ByteChannel interface over SSLEngine, enabling easy-to-use"
Networking,Networking,Networking,Networking,Libraries for building network servers.,Undertow,https://github.com/undertow-io/undertow,TRUE,Web server providing both blocking and non-blocking APIs based on NIO. Used as a network layer in WildFly.
Networking,Networking,Networking,Networking,Libraries for building network servers.,urnlib,https://github.com/slub/urnlib,TRUE,"Represent, parse and encode URNs, as in RFC 2141."
Introspection,Data Mapping,ORM,ORM,APIs that handle the persistence of objects.,Apache Cayenne,https://github.com/undertow-io/undertow,TRUE,"Provides a clean, static API for data access. Also includes a GUI Modeler for working with database mappings, and DB reverse engineering and generation."
Introspection,Data Mapping,ORM,ORM,APIs that handle the persistence of objects.,Doma,https://github.com/domaframework/doma,TRUE,Database access framework that verifies and generates source code at compile time using annotation processing as well as native SQL templates called two-way SQL.
Introspection,Data Mapping,ORM,ORM,APIs that handle the persistence of objects.,Ebean,https://github.com/ebean-orm/ebean,TRUE,Provides simple and fast data access.
Introspection,Data Mapping,ORM,ORM,APIs that handle the persistence of objects.,Hibernate,https://github.com/hibernate/hibernate-orm,TRUE,"Robust and widely used, with an active community."
Introspection,Data Mapping,ORM,ORM,APIs that handle the persistence of objects.,MyBatis,https://github.com/mybatis/mybatis-3,TRUE,Couples objects with stored procedures or SQL statements.
Introspection,Data Mapping,ORM,ORM,APIs that handle the persistence of objects.,Permazen,https://github.com/permazen/permazen,TRUE,Language-natural persistence layer.
Introspection,Data Mapping,ORM,ORM,APIs that handle the persistence of objects.,SimpleFlatMapper,https://github.com/arnaudroger/SimpleFlatMapper,TRUE,Simple database and CSV mapper.
Parser,Parser,PDF,PDF,Tools to help with PDF file creation.,Apache PDFBox,https://github.com/apache/pdfbox,TRUE,Toolbox for creating and manipulating PDFs.
Parser,Parser,PDF,PDF,Tools to help with PDF file creation.,Dynamic Jasper,https://github.com/intive-FDV/DynamicJasper,TRUE,Abstraction layer to JasperReports.
Parser,Parser,PDF,PDF,Tools to help with PDF file creation.,DynamicReports,https://github.com/dynamicreports/dynamicreports,TRUE,Simplifies JasperReports.
Parser,Parser,PDF,PDF,Tools to help with PDF file creation.,flyingsaucer,https://github.com/flyingsaucerproject/flyingsaucer,TRUE,XML/XHTML and CSS 2.1 renderer.
Parser,Parser,PDF,PDF,Tools to help with PDF file creation.,JasperReports,https://github.com/TIBCOSoftware/jasperreports,TRUE,Complex reporting engine.
Parser,Parser,PDF,PDF,Tools to help with PDF file creation.,Open HTML to PDF,https://github.com/danfickle/openhtmltopdf,TRUE,Properly supports modern PDF standards based on flyingsaucer and Apache PDFBox.
Parser,Parser,PDF,PDF,Tools to help with PDF file creation.,OpenPDF,https://github.com/LibrePDF/OpenPDF,TRUE,Open-source iText fork.
Development,Monitoring,Performance analysis,Performance analysis,,honest-profiler,https://github.com/jvm-profiling-tools/honest-profiler,TRUE,"Low-overhead, bias-free sampling profiler."
Development,Monitoring,Performance analysis,Performance analysis,,jHiccup,https://github.com/giltene/jHiccup,TRUE,Logs and records platform JVM stalls.
Development,Monitoring,Performance analysis,Performance analysis,,JITWatch,https://github.com/AdoptOpenJDK/jitwatch,TRUE,Analyze the JIT compiler optimisations made by the HotSpot JVM.
Development,Monitoring,Performance analysis,Performance analysis,,LatencyUtils,https://github.com/LatencyUtils/LatencyUtils,TRUE,Utilities for latency measurement and reporting.
Development,Development,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,BCEL,https://github.com/apache/commons-bcel,TRUE,Byte Code Engineering Library
Introspection,Introspection,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,BeanUtils,https://github.com/apache/commons-beanutils/,TRUE,Easy-to-use wrappers around the Java reflection and introspection APIs.
Introspection,Data Mapping,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,BSF,https://github.com/apache/commons-bsf/,TRUE,Bean Scripting Framework
#N/A,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Chain,https://github.com/apache/commons-chain/,TRUE,Chain of Responsibility pattern implementation.
#N/A,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,ClassScan,http://commons.apache.org/sandbox/commons-classscan/,TRUE,"Find Class interfaces, methods, fields, and annotations without loading."
Parser,Parser,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,CLI,https://github.com/apache/commons-cli/,TRUE,Command-line arguments parser.
Scientific/Engineering,Scientific/Engineering,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Codec,https://github.com/apache/commons-codec/,TRUE,"General encoding/decoding algorithms, e.g. phonetic, base64 or URL."
#N/A,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Collections,https://github.com/apache/commons-collections/,TRUE,Extends or augments the Java Collections Framework.
#N/A,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Compress,https://github.com/apache/commons-compress/,TRUE,"Defines an API for working with tar, zip and bzip2 files."
#N/A,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Configuration,https://github.com/apache/commons-configuration/,TRUE,Reading of configuration/preferences files in various formats.
Parser,Parser,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,CSV,https://github.com/apache/commons-csv/,TRUE,Component for reading and writing comma separated value files.
Data,Data Management,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,DBCP,https://github.com/apache/commons-dbcp/,TRUE,Database connection pooling services.
Data,Data Management,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,DbUtils,https://github.com/apache/commons-dbutils/,TRUE,JDBC helper library.
Introspection,Data Mapping,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Digester,https://github.com/apache/commons-digester/,TRUE,XML-to-Java-object mapping utility.
#N/A,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Email,https://github.com/apache/commons-email/,TRUE,Library for sending e-mail from Java.
Development,Development,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Exec,https://github.com/apache/commons-exec/,TRUE,API for dealing with external process execution and environment management in Java.
Web,Web,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,FileUpload,https://github.com/apache/commons-fileupload/,TRUE,File upload capability for your servlets and web applications.
Development,Development,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Functor,https://github.com/apache/commons-functor/,TRUE,"Function that can be manipulated as an object, or an object representing a single, generic function."
Scientific/Engineering,Scientific/Engineering,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Graph,https://github.com/apache/commons-graph/,TRUE,General purpose graph APIs and algorithms.
Graphical,Graphical,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Imaging,https://github.com/apache/commons-imaging/,TRUE,Image library.
#N/A,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,IO,https://github.com/apache/commons-io/,TRUE,Collection of I/O utilities.
Development,Development,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,JCI,https://github.com/apache/commons-jci/,TRUE,Java Compiler Interface.
#N/A,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,JCS,https://github.com/apache/commons-jcs/,TRUE,Java Caching System.
Parser,Parser,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Jelly,https://github.com/apache/commons-jelly/,TRUE,XML based scripting and processing engine.
,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Jexl,https://github.com/apache/commons-jexl/,TRUE,Expression language which extends the Expression Language of the JSTL.
Introspection,Data Mapping,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,JXPath,https://github.com/apache/commons-jxpath/,TRUE,Utilities for manipulating Java Beans using the XPath syntax.
,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Lang,https://github.com/apache/commons-lang/,TRUE,Provides extra functionality for classes in java.lang.
Development,Development,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Logging,https://github.com/apache/commons-logging/,TRUE,Wrapper around a variety of logging API implementations.
Scientific/Engineering,Scientific/Engineering,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Math,https://github.com/apache/commons-math/,TRUE,"Lightweight, self-contained mathematics and statistics components."
Networking,Networking,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Net,https://github.com/apache/commons-net/,TRUE,Collection of network utilities and protocol implementations.
,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,OGNL,https://github.com/apache/commons-ognl/,TRUE,Object-graph navigation language.
Development,Development,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Pool,https://github.com/apache/commons-pool/,TRUE,Generic object pooling component.
,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Proxy,https://github.com/apache/commons-proxy/,TRUE,Library for creating dynamic proxies.
Data,Data Management,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,RDF,https://github.com/apache/commons-rdf/,TRUE,Common implementation of RDF 1.1 that could be implemented by systems on the JVM.
Scientific/Engineering,Scientific/Engineering,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,RNG,https://github.com/apache/commons-rng/,TRUE,Commons Rng provides implementations of pseudo-random numbers generators.
,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,SCXML,https://github.com/apache/commons-scxml/,TRUE,Implementation of the State Chart XML specification aimed at creating and maintaining a Java SCXML engine.
,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Validator,https://github.com/apache/commons-validator/,TRUE,Framework to define validators and validation rules in an xml file.
,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,VFS,https://github.com/apache/commons-vfs/,TRUE,"Virtual File System component for treating files, FTP, SMB, ZIP and such like as a single logical file system."
,,Apache Commons,Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Weaver,https://github.com/apache/commons-weaver/,TRUE,"Apache Commons Weaver provides an easy way to enhance compiled Java classes by generating (""weaving"") bytecode into those classes."
Server,Server,Other,Other,Frameworks that are suites of multiple libraries encompassing several categories.,Light-4J,https://github.com/networknt/light-4j/,TRUE,"Fast, lightweight and productive microservices framework with built-in"
Miscellaneous,Miscellaneous,Other,Other,Frameworks that are suites of multiple libraries encompassing several categories.,Orienteer,https://github.com/OrienteerBAP/Orienteer/,TRUE,"Open-source business application platform for rapid configuration/development of CRM, ERP, LMS and other applications."
Introspection,,Other,Other,Frameworks that are suites of multiple libraries encompassing several categories.,Spring,https://github.com/spring-projects/spring-framework,TRUE,"Provides many packages for dependency injection, aspect-oriented programming, security, etc."
Development,Development,Processes,Processes,Libraries that help the management of operating system processes.,ch.vorburger.exec,https://github.com/vorburger/ch.vorburger.exec,TRUE,Convenient API around Apache Commons Exec.
Development,Development,Processes,Processes,Libraries that help the management of operating system processes.,zt-exec,https://github.com/zeroturnaround/zt-exec,TRUE,Provides a unified API to Apache Commons Exec and ProcessBuilder.
Development,Development,Processes,Processes,Libraries that help the management of operating system processes.,zt-process-killer,https://github.com/zeroturnaround/zt-process-killer,TRUE,Stops processes started from Java or the system processes via PID.
Development,Development,Reactive libraries,Reactive libraries,Libraries for developing reactive applications.,Akka,https://github.com/akka/akka,TRUE,"Toolkit and runtime for building concurrent, distributed, fault-tolerant and event-driven applications."
Development,Development,Reactive libraries,Reactive libraries,Libraries for developing reactive applications.,Reactive Streams,https://github.com/reactive-streams/reactive-streams-jvm,TRUE,Provides a standard for asynchronous stream processing with non-blocking backpressure.
Development,Development,Reactive libraries,Reactive libraries,Libraries for developing reactive applications.,Reactor,https://github.com/reactor/reactor-core,TRUE,Library for building reactive fast-data applications.
Development,Development,Reactive libraries,Reactive libraries,Libraries for developing reactive applications.,RxJava,https://github.com/ReactiveX/RxJava,TRUE,Allows for composing asynchronous and event-based programs using observable sequences.
Development,Development,Reactive libraries,Reactive libraries,Libraries for developing reactive applications.,vert.x,vert.x,TRUE,Polyglot event-driven application framework.
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,Dropwizard,https://github.com/dropwizard/dropwizard,TRUE,"Opinionated framework for setting up modern web applications with Jetty, Jackson, Jersey and Metrics."
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,Elide,https://github.com/yahoo/elide,TRUE,Opinionated framework for JSON- or GraphQL-APIs based on a JPA data model.
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,Jersey,https://github.com/eclipse-ee4j/jersey,TRUE,JAX-RS reference implementation.
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,Microserver,https://github.com/aol/micro-server,TRUE,"Convenient, extensible microservices plugin system for Spring & Spring Boot. With more than 30 plugins and growing, it supports both micro-monolith and pure microservices styles."
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,Rapidoid,https://github.com/rapidoid/rapidoid,TRUE,"Simple, secure and extremely fast framework consisting of an embedded HTTP server, GUI components and dependency injection."
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,rest.li,https://github.com/linkedin/rest.li,TRUE,"Framework for building robust, scalable RESTful architectures using typesafe bindings and asynchronous, non-blocking IO with an end-to-end developer workflow that promotes clean practices, uniform interface design and consistent data modeling."
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,RESTEasy,https://github.com/resteasy/Resteasy,TRUE,Fully certified and portable implementation of the JAX-RS specification.
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,RestExpress,https://github.com/RestExpress/RestExpress,TRUE,Thin wrapper on the JBoss Netty HTTP stack that provides scaling and performance.
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,Restlet Framework,https://github.com/restlet/restlet-framework-java,TRUE,"Pioneering framework with powerful routing and filtering capabilities, and a unified client and server API."
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,Spark,https://github.com/perwendel/spark,TRUE,Sinatra inspired framework.
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,Crnk,https://github.com/crnk-project/crnk-framework,TRUE,"Implementation of the JSON API specification to build resource-oriented REST endpoints with sorting, filtering, paging, linking, object graphs, type-safety, bulk updates, integrations and more."
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,springdoc-openapi,https://github.com/springdoc/springdoc-openapi,TRUE,Automates the generation of API documentation using Spring Boot projects.
Web,Web,REST Frameworks,REST Frameworks,Frameworks specifically for creating RESTful services.,Swagger,https://github.com/swagger-api/swagger-core,TRUE,"Standard, language-agnostic interface to REST APIs."
Scientific/Engineering,Scientific/Engineering,Science,Science,Frameworks specifically for creating RESTful services.,Erdos,https://github.com/Erdos-Graph-Framework/Erdos,TRUE,"Modular, light and easy graph framework for theoretic algorithms."
Scientific/Engineering,Scientific/Engineering,Science,Science,Frameworks specifically for creating RESTful services.,GraphStream,https://github.com/graphstream/gs-core,TRUE,Library for modeling and analyzing dynamic graphs.
Scientific/Engineering,Scientific/Engineering,Science,Science,Frameworks specifically for creating RESTful services.,JFreeChart,https://github.com/jfree/jfreechart,TRUE,"2D chart library for Swing, JavaFX and server-side applications."
Scientific/Engineering,Scientific/Engineering,Science,Science,Frameworks specifically for creating RESTful services.,JGraphT,https://github.com/jgrapht/jgrapht,TRUE,Graph library that provides mathematical graph-theory objects and algorithms.
Scientific/Engineering,Scientific/Engineering,Science,Science,Frameworks specifically for creating RESTful services.,JGraphX,https://github.com/jgraph/jgraphx,TRUE,Library for visualizing
Scientific/Engineering,Scientific/Engineering,Science,Science,Frameworks specifically for creating RESTful services.,Mines Java Toolkit,https://github.com/MinesJTK/jtk,TRUE,"Library for geophysical scientific computation, visualization and digital signal analysis."
Scientific/Engineering,Scientific/Engineering,Science,Science,Frameworks specifically for creating RESTful services.,Morpheus,https://github.com/zavtech/morpheus-core,TRUE,Provides a versatile two-dimensional memory efficient tabular data structure called a DataFrame to enable efficient in-memory analytics for scientific computing on the JVM.
Scientific/Engineering,Scientific/Engineering,Science,Science,Frameworks specifically for creating RESTful services.,Orson-Charts,https://github.com/jfree/orson-charts,TRUE,"Generates a wide variety of 3D charts that can be displayed with Swing and JavaFX or exported to PDF, SVG, PNG and JPEG."
Scientific/Engineering,Scientific/Engineering,Science,Science,Frameworks specifically for creating RESTful services.,Tablesaw,https://github.com/jtablesaw/tablesaw,TRUE,"Includes a data-frame, an embedded column store, and hundreds of methods to transform, summarize, or filter data."
Scientific/Engineering,Scientific/Engineering,Science,Science,Frameworks specifically for creating RESTful services.,XChart,https://github.com/knowm/XChart,TRUE,Light-weight library for plotting data. Many customizable chart types are available.
Data,Data Management,Search,Search,Engines that index documents for search and analysis.,Apache Lucene,https://github.com/apache/lucene-solr,TRUE,"High-performance, full-featured, cross-platform, text search engine library."
Data,Data Management,Search,Search,Engines that index documents for search and analysis.,Apache Solr,https://github.com/apache/lucene-solr,TRUE,Enterprise search engine optimized for high-volume traffic.
Data,Data Management,Search,Search,Engines that index documents for search and analysis.,Elasticsearch,https://github.com/elastic/elasticsearch,TRUE,"Distributed, multitenant-capable, full-text search engine with a RESTful web interface and schema-free JSON documents."
Data,Data Management,Search,Search,Engines that index documents for search and analysis.,Indexer4j,https://github.com/haeungun/indexer4j,TRUE,Simple and light full text indexing and searching library.
Security,Security,Security,Security,,Apache Shiro,https://github.com/apache/shiro,TRUE,"Performs authentication, authorization, cryptography and session management."
Security,Security,Security,Security,,Bouncy Castle,https://github.com/bcgit/bc-java,TRUE,"All-purpose cryptographic library and JCA provider offering a wide range of functions, from basic helpers to PGP/SMIME operations."
Security,Security,Security,Security,,Cryptomator,https://github.com/cryptomator/cryptomator,TRUE,"Multiplatform, transparent, client-side encryption of files in the cloud."
Security,Security,Security,Security,,Hdiv,https://github.com/hdiv/hdiv,TRUE,"Runtime application that repels application security risks included in the OWASP Top 10, including SQL injection, cross-site scripting, cross-site request forgery, data tampering, and brute force attacks."
Security,Security,Security,Security,,jjwt,https://github.com/jwtk/jjwt,TRUE,JSON web token for Java and Android.
Security,Security,Security,Security,,Jwks RSA,https://github.com/auth0/jwks-rsa-java,TRUE,JSON Web Key Set parser.
Security,Security,Security,Security,,Kalium,https://github.com/abstractj/kalium,TRUE,Binding for the Networking and Cryptography
Security,Security,Security,Security,,Keywhiz,https://github.com/square/keywhiz,TRUE,System for distributing and managing secrets.
Security,Security,Security,Security,,Nbvcxz,https://github.com/GoSimpleLLC/nbvcxz,TRUE,Advanced password strength estimation.
Security,Security,Security,Security,,OACC,https://github.com/acciente/oacc-core,TRUE,Provides permission-based authorization services.
Security,Security,Security,Security,,pac4j,https://github.com/pac4j/pac4j,TRUE,Security engine.
Security,Security,Security,Security,,SecurityBuilder,https://github.com/tersesystems/securitybuilder,TRUE,Fluent Builder API for JCA and JSSE classes and especially X.509 certificates.
Security,Security,Security,Security,,SSLContext-Kickstart,https://github.com/Hakky54/sslcontext-kickstart,TRUE,High-level SSL context builder for configuring HTTP clients with SSL/TLS.
Security,Security,Security,Security,,Tink,https://github.com/google/tink,TRUE,Provides a simple and misuse-proof API for common cryptographic tasks.
Introspection,Data Mapping,Serialization,Serialization,Libraries that handle serialization with high efficiency.,FlatBuffers,https://github.com/google/flatbuffers,TRUE,Memory-efficient serialization library that can access serialized data without unpacking and parsing it.
Introspection,Data Mapping,Serialization,Serialization,Libraries that handle serialization with high efficiency.,FST,https://github.com/RuedigerMoeller/fast-serialization,TRUE,"JDK-compatible, high-performance object graph serialization."
Introspection,Data Mapping,Serialization,Serialization,Libraries that handle serialization with high efficiency.,Kryo,https://github.com/EsotericSoftware/kryo,TRUE,Fast and efficient object graph serialization framework.
Introspection,Data Mapping,Serialization,Serialization,Libraries that handle serialization with high efficiency.,MessagePack,https://github.com/msgpack/msgpack-java,TRUE,Efficient binary serialization format.
Introspection,Data Mapping,Serialization,Serialization,Libraries that handle serialization with high efficiency.,PHP Serializer,https://github.com/marcospassos/java-php-serializer,TRUE,Serializing objects in the PHP serialization format.
Server,Server,Server,Server,Servers specifically used to deploy applications.,Apache Tomcat,https://github.com/apache/tomcat,TRUE,"Robust, all-round server for Servlet and JSP."
Server,Server,Server,Server,Servers specifically used to deploy applications.,Apache TomEE,https://github.com/apache/tomee,TRUE,Tomcat plus Java EE.
Server,Server,Server,Server,Servers specifically used to deploy applications.,Jetty,https://github.com/eclipse/jetty.project,TRUE,"Provides a Web server and javax.servlet container, plus support for HTTP/2, WebSocket, OSGi, JMX, JNDI, JAAS and many other integrations."
Server,Server,Server,Server,Servers specifically used to deploy applications.,nanohttpd,https://github.com/NanoHttpd/nanohttpd,TRUE,"Tiny, easily embeddable HTTP server."
Server,Server,Server,Server,Servers specifically used to deploy applications.,WildFly,https://github.com/wildfly/wildfly,TRUE,Formerly known as JBoss and developed by Red Hat with extensive Java EE support.
Miscellaneous,Miscellaneous,Template Engine,Template Engine,Tools that substitute expressions in a template.,Freemarker,https://github.com/apache/freemarker,TRUE,Library to generate text output
Miscellaneous,Miscellaneous,Template Engine,Template Engine,Tools that substitute expressions in a template.,Handlebars.java,https://github.com/jknack/handlebars.java,TRUE,Logicless and semantic Mustache templates.
Miscellaneous,Miscellaneous,Template Engine,Template Engine,Tools that substitute expressions in a template.,Jade4J,https://github.com/neuland/jade4j,TRUE,Implementation of Pug
Miscellaneous,Miscellaneous,Template Engine,Template Engine,Tools that substitute expressions in a template.,Pebble,https://github.com/PebbleTemplates/pebble,TRUE,Inspired by Twig and separates itself with its inheritance feature and its easy-to-read syntax. It ships with built-in autoescaping for security and it includes integrated support for internationalization.
Miscellaneous,Miscellaneous,Template Engine,Template Engine,Tools that substitute expressions in a template.,Rocker,https://github.com/fizzed/rocker,TRUE,"Optimized, memory efficient and speedy template engine producing statically typed, plain objects."
Miscellaneous,Miscellaneous,Template Engine,Template Engine,Tools that substitute expressions in a template.,Thymeleaf,https://github.com/thymeleaf/thymeleaf,TRUE,Aims to be a substitute for JSP and works for XML files.
Testing,Testing,Asynchronous,Asynchronous,Tools that simplify testing asynchronous services.,Awaitility,https://github.com/awaitility/awaitility,TRUE,DSL for synchronizing asynchronous operations.
Testing,Testing,Asynchronous,Asynchronous,Tools that simplify testing asynchronous services.,ConcurrentUnit,https://github.com/jhalterman/concurrentunit,TRUE,Toolkit for testing multi-threaded and asynchronous applications.
Testing,Testing,Asynchronous,Asynchronous,Tools that simplify testing asynchronous services.,GreenMail,https://github.com/greenmail-mail-test/greenmail,TRUE,"In-memory email server for integration testing. Supports SMTP, POP3 and IMAP including SSL."
Testing,Testing,Asynchronous,Asynchronous,Tools that simplify testing asynchronous services.,Hoverfly Java,https://github.com/SpectoLabs/hoverfly-java,TRUE,"Native bindings for Hoverfly, a proxy which allows you to simulate HTTP services."
Testing,Testing,Asynchronous,Asynchronous,Tools that simplify testing asynchronous services.,Karate,https://github.com/intuit/karate,TRUE,"DSL that combines API test-automation, mocks and performance-testing making testing REST/HTTP services easy."
Testing,Testing,Asynchronous,Asynchronous,Tools that simplify testing asynchronous services.,REST Assured,https://github.com/rest-assured/rest-assured,TRUE,DSL for easy testing of REST/HTTP services.
